TaskId,ExerciseName,Weight,Ax,Ay,Az,Gx,Gy,Gz,Time,Phase
30002,squat,0,-1.38947129,7.61774911,9.92428257,-0.46718791,1.73242609,0.22556187,1260,concentric
30002,squat,0,-1.21618802,9.15500932,9.90357848,-0.68495016,1.78753047,0.23498399,1270,concentric
30002,squat,0,-1.42641156,5.47220681,10.21736294,-0.48444901,1.40850964,0.07651685,1280,concentric
30002,squat,0,-1.17680199,10.55467191,9.73650646,-0.71913412,1.96596315,0.44027125,1290,concentric
30002,squat,0,-1.35277901,7.64498404,9.15261340,-0.74259956,2.05123270,0.48394161,1300,concentric
30002,squat,0,-1.20691284,8.20697526,9.38558161,-0.82353905,2.25129532,0.23488816,1310,concentric
30002,squat,0,-1.27299070,11.72563532,10.08866463,-0.69110465,1.92988909,0.42526526,1320,concentric
30002,squat,0,-1.22415858,7.00597679,10.82705387,-0.66767081,2.51811169,0.42153769,1330,concentric
30002,squat,0,-1.29826791,9.78406765,9.83466000,-0.42850654,2.17701459,0.13919294,1340,concentric
30002,squat,0,-1.31983861,9.53244841,9.37008097,-0.60582632,1.82308587,0.33637243,1350,concentric
30002,squat,0,-0.92342141,7.39749976,9.80124875,-0.32220858,2.05269704,0.34743077,1360,concentric
30002,squat,0,-1.36662490,8.92777975,9.56173137,-0.37487422,2.38103431,0.67479432,1370,concentric
30002,squat,0,-1.12336001,8.82776078,10.01949302,-0.56435359,2.17619501,0.24886260,1380,concentric
30003,jumping_jack,0,0.20404306,0.11581117,8.08877701,1.37098178,-1.26291929,-2.12975327,10,concentric
30003,jumping_jack,0,0.15590267,0.09725760,10.64098490,1.20794844,-1.67077148,-2.22037609,20,concentric
30003,jumping_jack,0,0.23381511,0.11565429,8.95440593,1.16771005,-1.55232949,-2.31880714,30,concentric
30003,jumping_jack,0,0.25919401,0.10974882,10.57097634,1.46223907,-1.29307071,-2.18834332,40,concentric
30003,jumping_jack,0,0.23685695,0.11782127,8.23853639,1.29393294,-1.67600392,-1.77353736,50,concentric
30003,jumping_jack,0,0.22270274,0.12498295,9.55788789,1.21758685,-1.34925704,-2.18582216,60,concentric
30003,jumping_jack,0,0.26138065,0.11082792,9.39348241,1.55828854,-1.62610028,-2.23032222,70,concentric
30003,jumping_jack,0,0.25933538,0.13348938,9.64976442,1.35171406,-1.32308134,-1.77335404,80,concentric
30003,jumping_jack,0,0.26327190,0.13272908,10.01376971,1.57404272,-1.45262573,-2.29214513,90,concentric
30003,jumping_jack,0,0.28633010,0.13839554,6.88105304,1.42671352,-1.51667886,-2.06305422,100,concentric
30003,jumping_jack,0,0.27392774,0.14625947,10.07118175,1.24461072,-1.31969401,-2.09944555,110,concentric
30003,jumping_jack,0,0.28975499,0.15540010,8.26330706,1.48293655,-1.50044203,-1.82434589,120,concentric
30003,jumping_jack,0,0.28675249,0.17401660,9.05721035,1.27749847,-1.39957874,-2.09846371,130,concentric
30003,jumping_jack,0,0.30288871,0.13639768,8.14832142,1.17931307,-1.21735782,-1.58523532,140,concentric
30003,jumping_jack,0,0.28676238,0.15748691,9.39636314,1.52306368,-1.54789802,-1.95066185,150,concentric
30003,jumping_jack,0,0.31806793,0.16912192,9.53551569,1.50792890,-1.86036422,-1.83451223,160,concentric
30003,jumping_jack,0,0.28416320,0.14460642,9.89751569,1.57248381,-1.39159271,-1.76001460,170,concentric
30003,jumping_jack,0,0.34354655,0.18568022,11.15032333,1.48607224,-1.34661946,-2.39884352,180,concentric
30003,jumping_jack,0,0.30371989,0.16296464,11.74288795,1.35632612,-1.33165594,-1.85140029,190,concentric
30003,jumping_jack,0,0.31521817,0.19645508,8.66482405,1.41947730,-1.48141576,-2.31847397,200,concentric
30003,jumping_jack,0,0.30379892,0.17854315,8.88402552,1.29360582,-1.59516197,-2.00246122,210,concentric
30003,jumping_jack,0,0.28643219,0.19081766,9.45440747,1.18560975,-1.39226366,-2.16699793,220,concentric
30003,jumping_jack,0,0.33401578,0.20032247,7.29828372,1.42784657,-1.36034978,-1.80446671,230,concentric
30003,jumping_jack,0,0.33502053,0.17757891,9.02096954,1.29710247,-1.13311363,-1.96472565,240,concentric
30003,jumping_jack,0,0.37881136,0.18806059,8.59549597,1.19491415,-1.64698810,-2.36601947,250,concentric
30003,jumping_jack,0,0.34259675,0.19689518,7.63594642,1.56123194,-1.40537004,-1.92682245,260,concentric
30003,jumping_jack,0,0.37759967,0.20336632,9.08875067,1.29783180,-1.70211827,-2.14232026,270,concentric
30003,jumping_jack,0,0.33627201,0.18237994,9.24354449,1.44709301,-1.35202189,-2.12246151,280,concentric
30003,jumping_jack,0,0.34752666,0.20095592,8.18750469,1.65077144,-1.32644060,-1.95177094,290,concentric
30003,jumping_jack,0,0.36231853,0.19967952,10.44602469,1.48527093,-1.41647688,-1.86357973,300,concentric
30003,jumping_jack,0,0.31941318,0.19921113,9.35913091,1.41355349,-1.32731993,-2.42736335,310,concentric
30003,jumping_jack,0,0.33493005,0.19984710,9.57394739,1.29268114,-1.07470666,-2.17017661,320,concentric
30003,jumping_jack,0,0.37229630,0.20447922,8.68527082,1.71467884,-1.51614886,-1.71934382,330,concentric
30003,jumping_jack,0,0.37366429,0.19171943,10.93681545,1.41191022,-1.24850139,-1.88474858,340,concentric
30003,jumping_jack,0,0.34673772,0.20970379,10.27595972,1.18765543,-1.06527058,-2.36898685,350,concentric
30003,jumping_jack,0,0.37474224,0.21349455,8.19552124,1.38831308,-1.49907866,-2.00419897,360,concentric
30003,jumping_jack,0,0.34225749,0.20912280,10.84611461,1.65876976,-1.40165649,-2.00307360,370,concentric
30003,jumping_jack,0,0.30862681,0.18968244,10.46390197,1.69071963,-1.52347703,-2.10027167,380,concentric
30003,jumping_jack,0,0.34746571,0.20209490,8.50366365,1.51044157,-1.38782515,-1.95554252,390,concentric
30003,jumping_jack,0,0.35997344,0.19798548,8.91404679,1.42832955,-1.32008852,-2.04638017,400,concentric
30003,jumping_jack,0,0.33911028,0.21606469,10.01301691,1.39788026,-1.18078636,-2.03880113,410,concentric
30003,jumping_jack,0,0.37163394,0.20008834,9.27284370,1.50628912,-1.59145244,-2.24046645,420,concentric
30003,jumping_jack,0,0.31268494,0.19594141,11.30114874,1.77026025,-1.19669862,-1.83244805,430,concentric
30003,jumping_jack,0,0.29568099,0.18609217,8.51549524,1.33838349,-1.34505738,-2.08006045,440,concentric
30003,jumping_jack,0,0.28868252,0.19976540,8.19727265,1.46286322,-0.94508417,-2.19549920,450,concentric
30003,jumping_jack,0,0.27245588,0.18535647,10.59303648,1.71572342,-1.54374188,-1.84164901,460,concentric
30003,jumping_jack,0,0.31873636,0.18533116,12.29256014,1.19106080,-1.28112178,-1.85223751,470,concentric
30003,jumping_jack,0,0.35241446,0.18541286,9.70856192,1.35184537,-1.28308303,-2.06012886,480,concentric
30003,jumping_jack,0,0.33746321,0.17726167,9.77971281,1.39985305,-1.13391698,-1.99040573,490,concentric
30003,jumping_jack,0,0.27592860,0.19413065,8.35804671,1.29940402,-1.44924386,-1.63516022,500,concentric
30003,jumping_jack,0,0.26291553,0.21376745,10.51811566,1.42377202,-1.35765198,-1.91386867,510,concentric
30003,jumping_jack,0,0.32213233,0.18082618,9.95955452,1.39614609,-1.38935372,-2.02849547,520,concentric
30003,jumping_jack,0,0.30017407,0.18350649,9.99508911,0.93369482,-1.24213537,-1.94607461,530,concentric
30003,jumping_jack,0,0.29941201,0.16191179,10.57416847,1.50856400,-1.50596996,-1.89756181,540,concentric
30003,jumping_jack,0,0.27134343,0.14655338,8.63432177,1.48713101,-1.20221990,-1.87603928,550,concentric
30003,jumping_jack,0,0.30667146,0.16570691,8.61082987,1.41357032,-1.23690074,-1.82064942,560,concentric
30003,jumping_jack,0,0.31222403,0.16429305,9.69958563,1.50000605,-1.39318702,-2.23854230,570,concentric
30003,jumping_jack,0,0.27402399,0.14301956,8.55851997,1.30821819,-1.53871880,-2.09966871,580,concentric
30003,jumping_jack,0,0.22657679,0.15057522,9.29736223,1.19747594,-1.28530439,-1.79170879,590,concentric
30003,jumping_jack,0,0.22737877,0.13482077,8.43881379,1.16894822,-1.26274758,-2.08288398,600,concentric
30003,jumping_jack,0,0.25341181,0.11579376,9.98118172,1.11371151,-1.40953191,-1.97034085,610,concentric
30003,jumping_jack,0,0.28609206,0.11991833,5.93770692,1.31663786,-1.10465965,-1.73434926,620,concentric
30003,jumping_jack,0,0.25203342,0.12543476,10.15373214,1.13230406,-1.35158681,-1.92561992,630,concentric
30003,jumping_jack,0,0.26591455,0.16009560,9.68718658,1.19110465,-1.45064402,-2.50533761,640,concentric
30003,jumping_jack,0,0.21718044,0.11765765,8.66654448,1.27927583,-1.60289751,-1.78364671,650,concentric
30003,jumping_jack,0,0.22717240,0.11800002,8.87422747,1.26855766,-1.31525907,-2.29134938,660,concentric
30003,jumping_jack,0,0.20463020,0.10997195,7.74139183,1.11115298,-1.55848643,-1.85922893,670,concentric
30003,jumping_jack,0,0.21994170,0.11141657,10.15757832,1.20212795,-1.41152935,-2.11237165,680,concentric
30003,jumping_jack,0,0.21319589,0.09755836,6.51664878,1.19123678,-1.23480242,-1.85976653,690,concentric
30003,jumping_jack,0,0.22316954,0.11483357,9.29787798,1.22959736,-1.61117734,-2.17965036,700,concentric
30003,jumping_jack,0,0.20795132,0.10989515,9.03694839,1.12109296,-1.50900789,-1.95532309,710,concentric
30003,jumping_jack,0,0.15170726,0.06335234,8.57402035,0.99415942,-1.60965221,-2.15088087,720,concentric
30003,jumping_jack,0,0.16869704,0.10381295,9.53349289,1.21102949,-1.41523604,-2.40741094,730,concentric
30003,jumping_jack,0,0.19777125,0.08097921,9.90398736,0.99394236,-1.81589982,-1.92105924,740,concentric
30003,jumping_jack,0,0.17518027,0.06660634,8.19475388,1.31239262,-1.75923222,-1.71989997,750,concentric
30003,jumping_jack,0,0.13791559,0.08068103,8.78324585,1.22302892,-1.65189987,-2.18149333,760,concentric
30003,jumping_jack,0,0.15398047,0.05663935,9.95520128,1.04468197,-1.60381678,-2.39757764,770,concentric
30003,jumping_jack,0,0.08506774,0.06208350,11.79227908,1.22863022,-1.57471521,-2.21968475,780,concentric
30003,jumping_jack,0,0.14077902,0.06672532,7.81670243,1.26754798,-1.45091158,-1.97877736,790,concentric
30003,jumping_jack,0,0.14456321,0.05626193,9.85489186,1.17883844,-1.65167427,-2.31050785,800,concentric
30003,jumping_jack,0,0.13042101,0.07057255,7.73599440,0.85983198,-1.56637444,-2.15919984,810,concentric
30003,jumping_jack,0,0.12622261,0.05096904,8.84966792,1.29358353,-1.89207951,-2.38671884,820,concentric
30003,jumping_jack,0,0.11383178,0.02448833,8.89426993,1.30973701,-1.60782724,-2.12555348,830,concentric
30003,jumping_jack,0,0.08048688,0.03309089,8.66675765,1.00356080,-1.38832967,-2.04873101,840,concentric
30003,jumping_jack,0,0.07866182,0.03984926,9.62381922,1.21325037,-1.34172027,-2.45046693,850,concentric
30003,jumping_jack,0,0.08067840,0.01833505,8.80849405,1.10351873,-1.45542781,-2.21900068,860,concentric
30003,jumping_jack,0,0.08747179,0.03191985,8.13819975,1.33867770,-1.92918147,-2.15829724,870,concentric
30003,jumping_jack,0,0.13894115,0.02699800,8.84402971,0.96367420,-1.67863770,-1.86366758,880,concentric
30003,jumping_jack,0,0.03274361,0.04228673,7.47572236,0.96971597,-1.72949294,-2.06585628,890,concentric
30003,jumping_jack,0,0.04316363,0.02655848,11.27686265,0.79805493,-1.62382806,-2.38530089,900,concentric
30003,jumping_jack,0,0.08767581,0.01853278,8.32840447,1.06893837,-1.33861132,-2.27065324,910,concentric
30003,jumping_jack,0,0.09091860,0.00024366,7.97562012,1.06026829,-1.40133324,-2.13674103,920,concentric
30003,jumping_jack,0,0.06258280,0.01338896,7.64634478,1.07417095,-1.51438513,-2.34383057,930,concentric
30003,jumping_jack,0,0.05553621,0.01440202,8.54028437,0.96810880,-1.29962712,-2.29543326,940,concentric
30003,jumping_jack,0,0.05521412,0.00143902,9.84000699,0.94584019,-1.79846810,-1.90321710,950,concentric
30003,jumping_jack,0,0.09516409,0.00019067,6.95413139,1.11961642,-1.80844187,-2.03966873,960,concentric
30003,jumping_jack,0,0.01137837,0.01648508,7.67441401,1.07404939,-1.68588303,-2.48173187,970,concentric
30003,jumping_jack,0,0.04675218,0.01258319,9.12560221,1.04853036,-1.33554596,-2.63766784,980,concentric
30003,jumping_jack,0,0.09349172,0.00437135,8.01398057,0.75825065,-1.72780351,-2.01306555,990,concentric
30003,jumping_jack,0,0.05007621,0.02022545,7.40208522,0.95341564,-1.92124764,-2.15522738,1000,concentric
30003,jumping_jack,0,0.07318585,-0.00378211,6.12748197,0.98300981,-1.61885299,-2.14621717,1010,concentric
30003,jumping_jack,0,0.08062945,-0.01220553,9.75225281,1.13049392,-2.01885153,-2.16847706,1020,concentric
30003,jumping_jack,0,0.03824937,-0.00074515,9.38430108,0.87749852,-1.82116121,-2.24104391,1030,concentric
30003,jumping_jack,0,0.02394496,-0.01300399,9.75007993,0.77774567,-1.58001193,-2.13338813,1040,concentric
30003,jumping_jack,0,0.00861951,-0.00810486,10.31834860,0.80288995,-1.78354094,-2.13352179,1050,concentric
30003,jumping_jack,0,0.06915106,-0.00278534,8.34081499,1.16393829,-1.38653181,-2.00297809,1060,concentric
30003,jumping_jack,0,0.05301831,-0.00905207,8.08448361,1.02999491,-1.62339409,-1.89582648,1070,concentric
30003,jumping_jack,0,0.06751135,-0.01676993,10.16388424,0.80345849,-1.76658076,-2.18504900,1080,concentric
30003,jumping_jack,0,0.10103341,0.03941061,9.67400544,0.92774949,-1.59960580,-2.02317345,1090,concentric
30003,jumping_jack,0,0.04698259,0.02466161,9.26023627,1.03245916,-1.57389548,-2.13908156,1100,concentric
30003,jumping_jack,0,0.07665562,-0.00305967,8.39232959,0.79584528,-1.61219505,-2.04718695,1110,concentric
30003,jumping_jack,0,0.06964741,0.02586782,9.00536981,1.06474602,-1.88495834,-2.33888826,1120,concentric
30003,jumping_jack,0,0.07778653,0.01758497,8.69025199,0.95774948,-1.95842578,-2.32887774,1130,concentric
30003,jumping_jack,0,0.08518348,0.01611198,9.57115401,0.98048986,-1.68030958,-2.40258664,1140,concentric
30003,jumping_jack,0,0.08358910,0.01626315,9.56561176,0.89912347,-2.06517877,-1.95670030,1150,concentric
30003,jumping_jack,0,0.05860409,0.00304415,9.79239564,0.92469175,-1.48241653,-2.07441831,1160,concentric
30003,jumping_jack,0,0.09005007,-0.00062853,10.36951204,1.02859492,-1.73494401,-2.19022170,1170,concentric
30003,jumping_jack,0,0.03482487,0.02320684,7.90017988,0.79285698,-1.93741863,-1.94214801,1180,concentric
30003,jumping_jack,0,0.06641630,0.03941715,8.45050001,0.74642734,-1.85894957,-1.90705685,1190,concentric
30003,jumping_jack,0,0.08208674,0.01730608,9.22443118,1.08498123,-1.45109716,-1.84914990,1200,concentric
30003,jumping_jack,0,0.08174016,0.01100383,8.59736727,1.05633308,-1.81964380,-2.45082743,1210,concentric
30003,jumping_jack,0,0.10339904,0.02951493,9.09640539,0.91147259,-1.68127462,-2.43775862,1220,concentric
30003,jumping_jack,0,0.12150374,0.04584898,7.02866058,0.89413834,-1.90252329,-2.36366705,1230,concentric
30003,jumping_jack,0,0.10333430,0.01949546,8.05604918,0.89163441,-1.58890947,-2.17718842,1240,concentric
30003,jumping_jack,0,0.09340914,0.04260908,8.47743964,1.01046980,-1.31780417,-1.85147298,1250,concentric
30003,jumping_jack,0,0.08511994,0.05416338,9.98419499,0.88827699,-1.46420683,-1.79613126,1260,concentric
30003,jumping_jack,0,0.09512133,0.03703157,10.21958147,1.11082831,-1.50465106,-2.09210911,1270,concentric
30003,jumping_jack,0,0.13735316,0.03606664,10.26020736,1.25539927,-1.63732172,-2.18297973,1280,concentric
30003,jumping_jack,0,0.09729321,0.06219758,9.74360447,1.08073767,-1.38556334,-2.25014767,1290,concentric
30003,jumping_jack,0,0.15379038,0.04792392,9.09431821,1.07424659,-1.53912479,-2.25288095,1300,concentric
30003,jumping_jack,0,0.14340840,0.07428839,8.64656394,0.86995301,-1.25632324,-1.80530983,1310,concentric
30003,jumping_jack,0,0.12198410,0.07694210,8.58204706,1.16118709,-1.50970845,-2.20607236,1320,concentric
30003,jumping_jack,0,0.14072011,0.06473383,8.13456477,1.00777748,-1.56605145,-2.32084103,1330,concentric
30003,jumping_jack,0,0.18251569,0.09527792,8.51448315,1.17948808,-1.45519476,-2.01490898,1340,concentric
30003,jumping_jack,0,0.17465549,0.09080057,9.69617960,0.96907158,-1.37977515,-1.90357014,1350,concentric
30003,jumping_jack,0,0.16125614,0.08683859,9.92716188,1.13456126,-1.33409728,-1.52472913,1360,concentric
30003,jumping_jack,0,0.16749611,0.07433398,9.51722876,1.28550066,-1.55974292,-1.74741854,1370,concentric
30003,jumping_jack,0,0.16104627,0.10376356,8.52202673,1.44652804,-1.15045016,-2.30002465,1380,concentric
30004,bench_press,135,-12.25838885,3.53008175,17.25915223,0.79318832,0.60380826,-1.08795097,10,concentric
30004,bench_press,135,-11.51226890,2.93969599,17.03804015,1.02792345,0.42062689,-0.67119203,20,concentric
30004,bench_press,135,-11.87132861,3.10166558,19.83487473,0.87374141,0.70377892,-0.64113207,30,concentric
30004,bench_press,135,-11.93678057,2.97851776,15.77028639,0.71023008,1.06959749,-0.59287307,40,concentric
30004,bench_press,135,-13.33731519,2.71028777,19.18283633,0.92736877,0.71855582,-0.81107594,50,concentric
30004,bench_press,135,-11.63927332,3.34847478,18.33169769,0.52352754,0.61066813,-0.89385741,60,concentric
30004,bench_press,135,-11.21773873,4.37331913,18.95212953,0.82041974,0.79222958,-0.68712730,70,concentric
30004,bench_press,135,-10.87326801,3.46436502,22.62948142,0.70870273,0.73371361,-0.89195557,80,concentric
30004,bench_press,135,-10.67995629,2.88284855,17.26472762,0.84479694,0.81762085,-0.60879558,90,concentric
30004,bench_press,135,-13.15932982,3.26093481,16.63847277,0.71082454,0.64712766,-0.78651225,100,concentric
30004,bench_press,135,-8.08517104,3.41023005,15.19576173,0.82521758,0.84115444,-0.42077338,110,concentric
30004,bench_press,135,-13.61663343,2.52612473,22.25976775,0.97848136,0.56578748,-0.64778210,120,concentric
30004,bench_press,135,-15.05939429,3.25325459,18.91594438,1.06853651,0.55183240,-0.70920933,130,concentric
30004,bench_press,135,-12.69339588,3.35386077,16.26689460,0.87826839,0.56221450,-0.61863946,140,concentric
30004,bench_press,135,-10.22606830,3.16941848,18.30207847,0.73149322,0.67407405,-0.71826153,150,concentric
30004,bench_press,135,-7.78864234,2.83611346,21.40641055,1.10730080,0.76831305,-0.44154374,160,concentric
30004,bench_press,135,-10.88663343,3.41601114,18.11776997,1.14997036,0.89761841,-0.79399058,170,concentric
30004,bench_press,135,-13.21570926,3.19195668,16.50211873,0.96522443,0.92541821,-0.76374338,180,concentric
30004,bench_press,135,-11.44947087,3.29536433,20.08895907,0.64567559,0.65516215,-0.65868205,190,concentric
30004,bench_press,135,-9.72971933,3.08722393,14.17635646,1.08324289,0.65692458,-0.86427829,200,concentric
30004,bench_press,135,-12.24311526,3.20812985,16.94446976,0.66663406,0.89253510,-0.49028736,210,concentric
30004,bench_press,135,-10.47835417,2.84482569,17.82575437,1.00326428,0.85321314,-0.57720344,220,concentric
30004,bench_press,135,-12.38680425,3.31572336,19.26168716,1.22896600,0.87415010,-0.55528590,230,concentric
30004,bench_press,135,-11.25441544,3.82821885,19.16320987,0.88734316,0.98371058,-0.56541070,240,concentric
30004,bench_press,135,-11.97821797,3.10466322,18.92173913,1.09144902,0.80717088,-0.62012092,250,concentric
30004,bench_press,135,-9.01787311,3.70226305,18.69564146,1.16817278,0.62670237,-0.60412523,260,concentric
30004,bench_press,135,-8.86425086,3.20887463,16.44414761,0.93369730,0.62176355,-0.77880791,270,concentric
30004,bench_press,135,-11.86996204,2.75448836,18.32237521,1.17090681,0.65228876,-0.43076827,280,concentric
30004,bench_press,135,-10.65162797,3.69139558,16.86248862,1.16731037,0.62751518,-0.52298392,290,concentric
30004,bench_press,135,-11.11754033,3.50932939,15.74037036,0.90794183,0.88334608,-0.79693082,300,concentric
30004,bench_press,135,-10.71391270,2.77292749,20.13805121,0.85989252,0.87866181,-0.55929275,310,concentric
30004,bench_press,135,-12.31344566,3.52223117,18.86314653,0.96600614,0.64618273,-0.94629441,320,concentric
30004,bench_press,135,-10.86845361,2.69846862,18.50579337,1.00886498,0.90057718,-0.69627750,330,concentric
30004,bench_press,135,-11.80498763,3.58080523,19.02727979,1.09684059,0.86992389,-0.88068550,340,concentric
30004,bench_press,135,-10.30567049,3.53516211,16.09171242,1.01332315,0.79405208,-0.67021338,350,concentric
30004,bench_press,135,-10.88931211,3.84961893,20.64954551,0.85310234,0.89325868,-0.45069887,360,concentric
30004,bench_press,135,-10.81655393,3.71870336,22.67018516,1.20297362,0.83693004,-0.49358641,370,concentric
30004,bench_press,135,-11.15102547,3.30853165,17.53543405,1.28289421,0.67594147,-0.42111552,380,concentric
30004,bench_press,135,-10.66208806,2.76139939,19.09600020,0.73182844,0.89129213,-0.51911583,390,concentric
30004,bench_press,135,-12.17058861,3.34535072,22.54024676,0.96890902,0.63698068,-0.43088788,400,concentric
30004,bench_press,135,-8.64630829,3.29830006,20.49065956,1.24342369,0.68238921,-0.72747449,410,concentric
30004,bench_press,135,-9.65791422,3.94269812,19.51388250,0.90715943,1.08936444,-0.73616668,420,concentric
30004,bench_press,135,-11.82115100,3.42568382,21.66408862,1.16366163,0.85068201,-0.58916758,430,concentric
30004,bench_press,135,-11.30104338,3.50692983,12.79100402,0.98701951,0.82140679,-0.83374573,440,concentric
30004,bench_press,135,-10.83068811,3.21227353,22.09447417,1.26292915,0.71171012,-0.68643994,450,concentric
30004,bench_press,135,-11.46886486,3.11535128,18.70117131,0.90822899,0.60798474,-0.57341053,460,concentric
30004,bench_press,135,-10.50134536,2.97774529,20.21791708,0.92176969,0.81117987,-0.54704459,470,concentric
30004,bench_press,135,-11.42002975,3.45885757,17.14678894,0.98112267,0.73759521,-0.78563116,480,concentric
30004,bench_press,135,-11.62140286,2.68702756,17.19660804,0.96151115,0.72496702,-0.71367913,490,concentric
30004,bench_press,135,-11.46675322,3.46309313,20.15742626,0.90000418,0.57749505,-0.83782528,500,concentric
30004,bench_press,135,-12.05816832,3.14097669,16.57979749,0.79586868,0.68381082,-0.65861430,510,concentric
30004,bench_press,135,-10.56923394,3.05903314,17.34913592,0.84370424,0.74145132,-0.81763890,520,concentric
30004,bench_press,135,-10.60423175,2.58412851,17.45868684,1.01991921,0.76737767,-0.29119308,530,concentric
30004,bench_press,135,-10.91741495,2.88101705,18.02579968,0.69999808,0.72105806,-0.82509739,540,concentric
30004,bench_press,135,-10.14209823,3.05208533,17.97260202,0.86243831,0.98704529,-0.75352322,550,concentric
30004,bench_press,135,-8.88180212,3.57214705,19.26607448,1.00409191,0.77809514,-0.99988173,560,concentric
30004,bench_press,135,-11.80116898,3.58033407,18.10538213,0.72870504,0.70372614,-0.46069407,570,concentric
30004,bench_press,135,-9.70135184,3.22814886,20.27046462,0.87491993,0.44833605,-0.86073231,580,concentric
30004,bench_press,135,-9.27118996,3.14280235,17.66740138,0.87506350,0.98165188,-0.48408262,590,concentric
30004,bench_press,135,-8.37212307,3.18290011,18.83004333,0.68243730,0.90948711,-0.90920672,600,concentric
30004,bench_press,135,-11.14108956,2.81847594,16.90066147,0.77401091,0.58849893,-0.82110824,610,concentric
30004,bench_press,135,-12.20317468,3.55562439,15.77148636,0.92214164,0.85394222,-0.82354320,620,concentric
30004,bench_press,135,-12.44372647,3.14281294,20.72503195,0.90745214,0.58298665,-0.68041691,630,concentric
30004,bench_press,135,-12.98069365,3.48862173,19.04145443,0.82127792,0.52817148,-0.89253262,640,concentric
30004,bench_press,135,-10.72809852,3.69449755,16.76090565,0.92518060,0.33208402,-0.85383910,650,concentric
30004,bench_press,135,-11.51569390,2.86879319,16.10213140,0.74511212,0.68005215,-0.80093192,660,concentric
30004,bench_press,135,-14.56833410,2.39926781,16.80912216,0.90269465,0.21510760,-0.85453453,670,concentric
30004,bench_press,135,-12.21258181,3.74221519,17.28191960,0.88018206,0.63937554,-1.10594474,680,concentric
30004,bench_press,135,-10.43304685,3.28726372,19.21306241,1.40031431,0.29648598,-0.53446831,690,concentric
30004,bench_press,135,-11.89667758,3.31033430,18.00114740,0.73636455,0.51452506,-0.75057369,700,concentric
30004,bench_press,135,-13.60052689,3.48367094,17.18692283,0.61911095,0.52339515,-0.61825481,710,concentric
30004,bench_press,135,-12.25240265,3.32855270,16.49417600,0.89095456,0.68463919,-0.53634890,720,concentric
30004,bench_press,135,-11.76270324,3.44314678,18.28576937,0.96033911,0.46494181,-0.70867420,730,concentric
30004,bench_press,135,-11.79584970,3.15724012,18.26306315,0.79255701,0.54634240,-0.79496045,740,concentric
30004,bench_press,135,-9.35605064,3.55584364,19.94266570,0.67524648,0.42147580,-0.69055847,750,concentric
30004,bench_press,135,-10.33152494,3.73852586,16.73419473,0.69811851,0.30011802,-0.89934018,760,concentric
30004,bench_press,135,-10.17173429,2.98953138,19.42845332,0.69308854,0.58593976,-1.01915530,770,concentric
30004,bench_press,135,-11.43584722,2.01577962,17.62281320,0.46636859,0.70965084,-0.73682515,780,concentric
30004,bench_press,135,-10.91575421,3.74422628,15.95927310,0.96250421,0.66014852,-0.89524346,790,concentric
30004,bench_press,135,-9.99880441,2.73120982,16.22120830,0.59877786,0.43270640,-1.02444385,800,concentric
30004,bench_press,135,-9.88416891,3.05258422,18.76960940,0.59440806,0.23087812,-0.83151494,810,concentric
30004,bench_press,135,-14.21684946,3.12168613,15.02410295,0.96819541,0.63278762,-0.86207452,820,concentric
30004,bench_press,135,-9.83977489,2.81922126,19.16885040,0.69048805,0.52801620,-0.69283708,830,concentric
30004,bench_press,135,-10.57843006,3.25135711,14.38655894,0.50721112,0.46256811,-0.87526331,840,concentric
30004,bench_press,135,-13.15434433,4.06297505,21.26739030,0.73254576,0.48458794,-0.92649454,850,concentric
30004,bench_press,135,-12.91350849,3.16317851,18.52669049,0.44730088,0.51697844,-0.92314988,860,concentric
30004,bench_press,135,-14.23762630,2.79971091,17.06184629,0.90840004,0.54368048,-1.10517410,870,concentric
30004,bench_press,135,-10.93889532,2.53275167,20.30543778,0.54662231,0.43978738,-0.71075590,880,concentric
30004,bench_press,135,-13.39045743,2.58739215,16.68019332,0.76547065,0.21986915,-1.33899505,890,concentric
30004,bench_press,135,-12.24108061,3.33288088,20.54899335,0.53305683,0.38031083,-0.74539627,900,concentric
30004,bench_press,135,-14.20278903,2.96911103,18.35020671,0.66314033,0.36013502,-0.91737933,910,concentric
30004,bench_press,135,-15.06024734,2.86299555,18.91654680,0.44206324,0.44037351,-0.85932472,920,concentric
30004,bench_press,135,-12.10262171,3.17885555,15.83573979,0.55250196,0.51832734,-0.90635787,930,concentric
30004,bench_press,135,-12.44259593,3.19731058,19.47455542,0.27053750,0.59628407,-0.98362099,940,concentric
30004,bench_press,135,-11.04900961,3.56895234,14.93914378,0.46660766,0.37513674,-1.05374874,950,concentric
30004,bench_press,135,-9.24469390,2.77839526,16.70814389,0.59914772,0.23446907,-0.99825848,960,concentric
30004,bench_press,135,-11.20325364,2.97795551,17.70871156,0.48503495,0.18437727,-0.89310016,970,concentric
30004,bench_press,135,-9.22167131,3.11141359,18.39796839,0.66477683,0.21829516,-0.68810175,980,concentric
30004,bench_press,135,-11.36610764,3.72975213,16.31409049,0.83050698,0.52251148,-0.86236537,990,concentric
30004,bench_press,135,-11.32390887,3.00665660,20.51173794,0.57628296,0.10912273,-1.11444058,1000,concentric
30004,bench_press,135,-11.90456659,3.22030664,17.77962387,0.73601320,0.10986879,-0.92656126,1010,concentric
